question_all,,00:00:01:24,00:00:04:06,00:00:02:07,question_all1,54,126,67
question_all,,00:00:04:16,00:00:09:22,00:00:05:06, question_all2,136,292,156
question_all,,00:00:11:09,00:00:14:04,00:00:02:20, question_all3,339,424,80
question_all,,00:00:15:14,00:00:20:13,00:00:04:24, question_all4_other1,464,612,144
question_all,,00:00:21:11,00:00:37:05,00:00:15:19, question_all4,640,1114,469
question_all,,00:00:43:16,00:00:53:00,00:00:09:08, answer_all5,1305,1588,278
question_all,,00:00:54:03,00:01:09:01,00:00:14:22, question_all6,1621,2069,442
question_all,,00:01:11:01,00:01:15:09,00:00:04:08, question_all7,2129,2257,128
question_all,,00:01:18:04,00:01:23:22,00:00:05:18, question_all8,2342,2510,168
question_all,,00:01:27:24,00:01:37:22,00:00:09:23, question_all9,2631,2929,293
question_all,,00:01:39:14,00:02:00:22,00:00:21:08, question_all10,2981,3618,637
question,,00:00:01:24,00:00:04:06,00:00:02:07,question1,54,126,67
question,,00:00:04:16,00:00:06:16,00:00:02:00,question2,136,196,60
question,,00:00:11:09,00:00:13:00,00:00:01:16,question3,339,390,46
question,,00:00:15:14,00:00:19:21,00:00:04:07,question4_other1,464,590,127
question,,00:00:21:11,00:00:22:16,00:00:01:04,question4,640,675,34
question,,00:00:43:16,00:00:46:02,00:00:02:10,question5,1305,1381,70
question,,00:00:54:03,00:00:57:00,00:00:02:22,question6,1621,1708,82
question,,00:01:11:01,00:01:13:07,00:00:02:06,question7,2129,2195,66
question,,00:01:18:04,00:01:19:13,00:00:01:09,question8,2342,2381,39
question,,00:01:27:24,00:01:32:05,00:00:04:05,question9,2631,2762,125
question,,00:01:39:14,00:01:44:08,00:00:04:19,question10,2981,3125,139
answer,,00:00:08:19,00:00:09:22,00:00:01:03,answer2,259,292,33
answer,,00:00:13:15,00:00:14:04,00:00:00:14,answer3,405,424,14
answer,,00:00:20:08,00:00:20:13,00:00:00:05,answer3_other1,607,612,5
answer,,00:00:24:06,00:00:37:05,00:00:12:24,answer4,725,1114,384
answer,,00:00:46:09,00:00:53:00,00:00:06:16,answer5 ,1388,1588,196
answer,,00:00:59:12,00:01:09:01,00:00:09:14,answer6,1780,2069,284
answer,,00:01:14:04,00:01:15:09,00:00:01:05,answer7,2222,2257,35
answer,,00:01:20:17,00:01:23:22,00:00:03:05,answer8,2415,2510,95
answer,,00:01:34:12,00:01:37:22,00:00:03:10,answer9,2829,2929,100
answer,,00:01:47:12,00:02:00:22,00:00:13:10,answer10,3219,3618,400
